City ID,City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
365,2119283,Zyryanka,RU,65.75,150.85,55.69,29,8,1.72
366,3024439,Arrondissement de Cognac,FR,45.5,-0.25,51.93,80,0,8.46
367,3381041,Mana,GF,5.6592,-53.7767,75.79,96,100,5.37
368,1045114,Inhambane,MZ,-23.865,35.3833,65.41,69,8,4.18
369,485351,Syamzha,RU,60.0158,41.0614,46.42,95,11,7.94
370,3922037,Caranavi,BO,-15.8167,-67.55,61.47,85,100,0.11
371,778707,Mehamn,NO,71.0357,27.8492,31.91,72,41,6.06
372,1263494,Mormugao,IN,15.4,73.8,82.8,82,100,11.99
373,5720495,Coos Bay,US,43.3665,-124.2179,62.56,67,90,12.66
374,2100633,Arawa,PG,-6.2132,155.5367,79.12,89,96,3.91
375,5962442,Goderich,CA,43.7501,-81.7165,63.93,67,99,4.16
376,110690,Faya,SA,18.3851,42.4509,66.72,34,26,3.67
377,1517637,Ushtobe,KZ,45.2514,77.9838,68.38,33,0,15.5
378,6111862,Port Hardy,CA,50.6996,-127.4199,53.78,87,90,6.91
379,5527953,Pampa,US,35.5362,-100.9599,78.06,61,90,17.27
380,2330100,Minna,NG,9.6139,6.5569,82.94,61,49,4.74
381,2142316,Yeppoon,AU,-23.1333,150.7333,60.58,84,65,13.33
382,1529484,Kumul,CN,42.8,93.45,68.76,18,0,3.2
383,5392126,San Joaquin,US,37.9333,-121.3011,84.04,26,1,3.44
384,508743,Plyussa,RU,58.4308,29.3654,45.09,97,5,5.37
385,3402648,Carutapera,BR,-1.195,-46.02,80.19,79,88,9.71
386,3459088,Laje,BR,-10.1833,-40.9667,76.01,29,97,7.18
387,2281120,Tabou,CI,4.423,-7.3528,80.94,83,28,8.05
388,2654728,Bridlington,GB,54.0831,-0.1919,49.1,81,89,11.65
389,2362909,Banfora,BF,10.6333,-4.7667,86.04,48,79,3.27
390,3352263,Warmbad,NA,-28.45,18.7333,68.67,26,84,6.42
391,4036284,Alofi,NU,-19.0595,-169.9187,82.29,83,75,6.91
392,5911745,Burns Lake,CA,54.2331,-125.7533,63.43,33,100,4.0
393,4034496,Fare,PF,-16.7,-151.0167,81.12,75,98,12.68
394,1847947,Shingū,JP,33.7333,135.9833,64.9,92,100,2.8
395,555111,Ivanteyevka,RU,55.9711,37.9208,57.7,74,75,3.94
396,2656173,Bath,GB,51.3779,-2.3591,47.34,88,64,1.99
397,3420846,Qaqortoq,GL,60.7167,-46.0333,46.9,62,100,10.69
398,1787227,Jiangdu,CN,32.4286,119.5574,67.89,81,100,7.65
399,3982287,Teacapan,MX,22.55,-105.75,87.3,42,0,13.33
400,3665315,Anori,BR,-3.7728,-61.6442,88.95,61,57,1.05
401,95788,Hīt,IQ,33.6416,42.8251,79.11,29,3,16.91
402,1254046,Tura,IN,25.5198,90.2201,73.85,90,100,5.06
403,1244926,Hambantota,LK,6.1241,81.1185,80.11,87,100,21.83
404,186180,Moyale,KE,3.5167,39.0584,68.0,69,49,2.68
405,1633442,Paciran,ID,-6.8767,112.3761,77.5,88,21,5.77
406,1695546,Pandan,PH,14.0453,124.1694,80.08,82,59,2.8
407,1734651,Gua Musang,MY,4.8823,101.9644,74.3,94,99,1.19
408,3521108,Progreso,MX,21.2833,-89.6667,95.11,66,37,16.24
409,934322,Mahébourg,MU,-20.4081,57.7,73.63,75,33,14.81
410,1528998,Yumen,CN,40.2833,97.2,59.23,15,100,4.97
411,119374,Qeshm,IR,26.9581,56.2719,87.67,74,0,6.06
412,142255,Bāfq,IR,31.6128,55.4107,82.56,19,9,7.61
413,1217007,Koson,UZ,39.0375,65.585,73.72,24,1,8.61
414,2094027,Kieta,PG,-6.2167,155.6333,80.24,85,98,7.05
415,4126226,Pine Bluff,US,34.2284,-92.0032,84.63,40,20,8.99
416,1633419,Padang,ID,-0.9492,100.3543,77.56,87,91,3.04
417,336526,Gīdolē,ET,5.65,37.3667,55.9,87,63,2.66
418,584715,Xudat,AZ,41.631,48.681,68.54,74,99,5.3
419,209598,Manono,CD,-7.3,27.4167,65.68,49,70,4.09
420,3394023,Natal,BR,-5.795,-35.2094,79.45,77,20,10.31
421,2123814,Leningradskiy,RU,69.3833,178.4167,32.7,88,100,10.16
422,3827723,Valle del Guamuez,CO,0.4525,-76.9192,85.42,99,100,1.25
423,608324,Shetpe,KZ,44.1667,52.1167,79.14,26,59,3.42
424,1170486,Mian Channu,PK,30.44,72.3543,87.21,27,0,6.91
425,3691954,Sechura,PE,-5.5569,-80.8222,77.85,64,36,12.06
426,4470244,Havelock,US,34.8791,-76.9013,76.12,90,98,1.01
427,3405051,Borba,BR,-4.3878,-59.5939,83.91,71,88,1.43
428,3689718,Arauca,CO,7.0847,-70.7591,75.6,96,100,6.35
429,1106643,Quatre Cocos,MU,-20.2078,57.7625,73.38,75,36,15.21
430,3380290,Sinnamary,GF,5.3833,-52.95,77.05,95,100,9.71
431,2071860,Esperance,AU,-33.8667,121.9,57.24,58,100,21.63
432,1082243,Ambilobe,MG,-13.2,49.05,71.53,83,99,2.55
433,4957320,Bar Harbor,US,44.3876,-68.2039,57.36,42,1,8.99
434,685796,Băile Herculane,RO,44.8797,22.4125,60.67,76,69,5.08
435,1052944,Angoche,MZ,-16.2325,39.9086,69.1,77,24,10.89
436,1795579,Yanta,CN,36.2411,115.6672,61.38,15,10,3.44
437,3670218,San Andrés,CO,12.5847,-81.7006,86.02,74,75,14.97
438,3533462,Acapulco de Juárez,MX,16.8634,-99.8901,89.42,51,1,11.88
439,2191562,Dunedin,NZ,-45.8742,170.5036,46.8,64,5,3.0
440,1725210,Binabalian Ricor,PH,16.4202,119.9279,82.45,75,76,6.78
441,1539210,Purpe,RU,64.4803,76.6897,37.63,53,100,7.7
442,6050066,La Ronge,CA,55.1001,-105.2842,46.62,93,90,19.57
443,1525798,Balkhash,KZ,46.844,74.9804,71.47,38,0,13.73
444,4323873,Estelle,US,29.8458,-90.1067,80.91,67,75,8.05
445,6065253,Manitouwadge,CA,49.1215,-85.8403,65.21,58,72,12.21
446,3998291,Loreto,MX,22.2667,-101.9667,81.5,20,2,5.26
447,2092164,Lorengau,PG,-2.0226,147.2712,82.08,81,100,13.67
448,1235846,Matara,LK,5.9485,80.5353,79.84,87,100,16.51
449,3893726,Constitución,CL,-35.3333,-72.4167,59.56,74,6,11.74
450,2381972,Adrar,MR,20.5022,-10.0711,93.52,16,46,10.47
451,1254274,Dangara,IN,29.6799,75.8931,87.08,24,0,2.62
452,3404558,Cabedelo,BR,-6.9811,-34.8339,79.47,79,50,11.59
453,5882953,Aklavik,CA,68.2191,-135.0107,45.63,63,86,9.86
454,1803331,Linxia Chengguanzhen,CN,35.6003,103.2064,54.72,37,100,1.43
455,5276609,Two Rivers,US,44.1539,-87.5693,74.3,94,99,11.34
456,3652758,Puerto Baquerizo Moreno,EC,-0.9,-89.6,79.79,69,20,17.27
457,1214488,Meulaboh,ID,4.1363,96.1285,77.09,90,71,3.89
458,5110365,Broome,US,42.2506,-75.833,69.13,60,20,3.0
459,684203,Borduşani,RO,44.4833,27.9,58.12,67,23,7.02
460,4003938,Jiménez,MX,28.3333,-105.4,88.54,13,90,1.03
461,2825297,Stuttgart,DE,48.7823,9.177,52.16,88,75,8.72
462,2389086,Berbérati,CF,4.2612,15.7922,72.57,72,100,1.45
463,2401495,Booué,GA,-0.0921,11.9385,75.0,96,62,1.97
464,304183,Bayir,TR,37.2687,28.2167,63.12,36,27,5.61
465,2138555,Poum,NC,-20.2333,164.0167,73.0,56,20,18.99
466,583673,Aksay,RU,47.26,39.87,65.03,90,68,3.0
467,2150163,Sawtell,AU,-30.3833,153.1,59.02,88,90,5.75
468,4013679,Coahuayana Viejo,MX,18.7333,-103.6833,96.28,40,0,7.58
469,1694812,Paracale,PH,14.2804,122.7881,77.68,90,57,1.72
470,3587037,Chinameca,SV,13.5,-88.35,91.44,33,73,4.43
471,3547867,Manzanillo,CU,20.3433,-77.1167,83.89,67,74,13.18
472,3870282,Talcahuano,CL,-36.7167,-73.1167,56.88,82,75,6.91
473,4301317,Morehead,US,37.2711,-87.1764,85.75,37,1,0.0
474,1090415,Chirongui,YT,-12.9319,45.1483,76.93,63,1,10.07
475,4011703,Ecuandureo,MX,20.1667,-102.1833,92.86,16,2,4.83
476,1632998,Pamanukan,ID,-6.2842,107.8106,75.99,92,97,6.4
477,556268,Ostrovnoy,RU,68.0531,39.5131,33.37,79,97,14.65
478,1056151,Soavinandriana,MG,-19.1667,46.7333,56.93,60,100,2.89
479,1498087,Nadym,RU,65.5333,72.5167,37.9,52,100,6.44
480,5017822,Bemidji,US,47.4736,-94.8803,80.74,28,1,12.66
481,2164206,Gunnedah,AU,-30.9833,150.25,46.02,90,0,4.45
482,5418104,Cortez,US,37.3489,-108.5859,67.78,12,1,14.97
483,2510116,Úbeda,ES,38.0133,-3.3705,62.35,34,1,0.96
484,1501365,Kupino,RU,54.3663,77.2981,61.75,67,23,3.96
485,1803560,Lingao,CN,19.9103,109.6859,80.46,89,100,9.44
486,2162662,Inverell,AU,-29.7833,151.1167,47.16,81,0,4.0
487,2068079,Kwinana,AU,-32.25,115.7667,48.4,66,95,6.46
488,3421193,Paamiut,GL,61.994,-49.6678,31.62,95,100,28.27
489,5571109,Lake Shasta,US,40.6804,-122.3708,81.81,20,59,6.67
490,777019,Vardø,NO,70.3705,31.1107,30.4,66,4,5.77
491,6540261,Civitanova Marche,IT,43.307,13.7206,65.5,78,39,8.93
492,4503351,Ocean City,US,39.2776,-74.5746,62.1,64,63,5.99
493,1701054,Marawi,PH,7.9986,124.2928,69.66,93,77,1.16
494,2641434,Northam,GB,51.0333,-4.2167,49.19,82,7,15.01
495,3351024,Caluquembe,AO,-13.7833,14.6833,56.35,50,0,1.5
496,5864145,Homer,US,59.6425,-151.5483,57.67,40,1,5.75
497,4033356,Tiarei,PF,-17.5333,-149.3333,84.22,77,71,11.1
498,5520552,Dumas,US,35.8656,-101.9732,81.0,47,1,20.71
499,2026786,Berezovyy,RU,51.6667,135.7,39.54,98,100,2.71
500,934649,Cap Malheureux,MU,-19.9842,57.6142,75.33,72,29,17.18
501,2448083,Agadez,NE,19.75,10.25,92.25,8,0,7.61
502,3354071,Oranjemund,NA,-28.55,16.4333,63.64,67,100,1.74
503,2511174,Santa Cruz de Tenerife,ES,28.4682,-16.2546,66.06,70,40,8.01
504,1215502,Banda Aceh,ID,5.5577,95.3222,80.8,80,99,11.23
505,1495626,Pangody,RU,65.85,74.4859,33.12,58,100,5.35
506,1788852,Xining,CN,36.6167,101.7667,48.76,40,97,1.34
507,3386213,Touros,BR,-5.1989,-35.4608,79.7,78,99,13.8
508,341397,Burē,ET,10.7,37.0667,66.97,46,97,4.68
509,1253237,Verāval,IN,20.9,70.3667,82.31,79,68,15.23
510,2872649,Mayen,DE,50.3333,7.2167,46.74,92,62,8.88
511,5955902,Fort Nelson,CA,58.8053,-122.7002,57.16,46,100,7.67
512,1636022,Martapura,ID,-3.4167,114.85,78.89,97,90,1.83
513,1497497,Nizhniy Ingash,RU,56.2,96.53,46.58,94,89,9.57
514,581357,Apatity,RU,67.5641,33.4031,32.31,84,100,1.86
515,2121025,Srednekolymsk,RU,67.45,153.6833,51.22,45,0,10.4
516,3175096,Laas,IT,46.6166,10.7002,46.36,100,100,0.76
517,5919915,Chapleau,CA,47.8405,-83.4034,65.71,46,94,9.8
518,2013727,Vanavara,RU,60.34,102.2797,44.96,92,95,2.82
519,2516860,Guía de Isora,ES,28.2115,-16.7795,62.22,66,52,5.01
520,1673820,Kaohsiung City,TW,22.6163,120.3133,82.71,87,4,3.18
521,4033375,Tevaitoa,PF,-16.7833,-151.5,81.3,76,100,12.97
522,3868633,Vallenar,CL,-28.5708,-70.7581,76.24,20,71,5.91
523,496307,Severnyy-Kospashskiy,RU,59.0925,57.8008,53.6,96,90,3.53
524,2457161,Gao,ML,16.6362,1.637,94.64,22,26,9.64
525,1256117,Sinor,IN,21.9167,73.3333,85.42,66,71,8.39
526,4357141,Hagerstown,US,39.6418,-77.72,58.42,83,90,1.01
527,2510224,Totana,ES,37.7688,-1.5023,66.49,44,2,7.72
528,2125693,Evensk,RU,61.95,159.2333,41.16,61,100,11.56
529,1568770,Quang Ngai,VN,15.1167,108.8,77.2,92,96,3.11
530,2987967,Périgueux,FR,45.1833,0.7167,50.29,91,4,5.32
531,1489938,Tavricheskoye,RU,54.5851,73.6395,62.51,59,62,8.9
532,3348313,Huambo,AO,-12.7761,15.7392,54.91,52,0,2.39
533,3354077,Opuwo,NA,-18.0607,13.84,63.77,37,0,6.91
534,2338660,Yaan,NG,7.3833,8.5667,81.88,67,44,6.38
535,2316748,Bolobo,CD,-2.1667,16.2333,75.45,82,84,2.95
536,608872,Makat,KZ,47.6469,53.3463,81.64,19,3,3.94
537,3472138,Anicuns,BR,-16.4611,-49.9617,73.69,65,86,4.03
538,1507220,Dovolnoye,RU,54.4958,79.6671,57.88,73,15,4.21
539,686090,Asău,RO,46.4333,26.4,54.64,84,83,2.37
540,2020838,Lensk,RU,60.7253,114.9278,41.56,46,91,1.52
541,469960,Vytegra,RU,61.0064,36.4481,45.61,92,43,8.5
542,1738050,Marabu,MY,4.4148,114.0089,75.04,94,100,5.97
543,2400578,Fougamou,GA,-1.2154,10.5838,75.51,97,100,2.86
544,965289,Polokwane,ZA,-23.9045,29.4688,50.0,70,0,3.85
545,5113683,Copiague,US,40.6815,-73.3998,62.44,48,1,13.8
546,2126682,Bilibino,RU,68.0546,166.4372,36.45,79,100,2.39
547,3662342,São Gabriel da Cachoeira,BR,-0.1303,-67.0892,87.04,62,66,3.42
548,4930956,Boston,US,42.3584,-71.0598,66.13,42,23,4.0
549,2122104,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,39.79,74,8,5.55
550,3421319,Nuuk,GL,64.1835,-51.7216,29.01,93,90,13.8
551,6145890,Shelburne,CA,44.0787,-80.2041,71.58,59,5,4.36
552,2019488,Namtsy,RU,62.7161,129.6658,44.71,70,100,13.11
553,6093347,Olds,CA,51.7834,-114.102,49.66,92,100,20.2
554,113491,Tākestān,IR,36.0696,49.6959,63.37,56,13,7.09
555,601734,Daşoguz,TM,41.8363,59.9666,73.35,26,0,10.36
556,1263752,Māngrol,IN,21.1167,70.1167,82.24,79,70,14.2
557,2035399,Songyuan,CN,45.1171,124.8568,47.59,43,49,6.71
558,5380437,Pacific Grove,US,36.6177,-121.9166,60.24,78,20,3.0
559,286245,Sur,OM,22.5667,59.5289,88.9,49,0,14.14
560,88319,Benghazi,LY,32.1167,20.0667,74.12,48,26,9.78
561,2939995,Clausthal-Zellerfeld,DE,51.8,10.3333,48.7,95,100,4.92
562,4255151,Bud,US,39.447,-86.1758,86.0,50,95,8.16
563,2632287,Dalvik,IS,65.9702,-18.5286,40.21,88,91,5.26
564,2214827,Mizdah,LY,31.4451,12.9801,85.5,21,73,4.14
565,2018069,Peleduy,RU,59.6289,112.7406,38.86,50,10,1.19
566,1787858,Shangrao,CN,28.4532,117.9686,67.98,93,96,3.04
567,4328254,Iberia,US,29.9502,-91.7507,82.96,67,75,8.59
568,4033557,Tautira,PF,-17.7333,-149.15,84.22,78,67,12.59
569,5261790,Marathon,US,44.9,-89.7668,78.44,73,40,1.99
570,2459775,Bougouni,ML,11.417,-7.479,88.29,44,81,6.93
571,750735,Beşikdüzü,TR,41.052,39.2284,62.49,84,80,5.32
572,1623197,Tual,ID,-5.6667,132.75,82.31,77,100,17.36
573,2108857,Gizo Government Station,SB,-8.103,156.8419,81.93,80,83,17.27
574,3893629,Coquimbo,CL,-29.9533,-71.3436,58.73,61,0,5.37
575,1852357,Shimoda,JP,34.6667,138.95,64.11,85,100,7.34
576,510911,Pervomayskiy,RU,53.2485,40.2871,57.07,74,97,6.4
577,2293428,Adiaké,CI,5.2863,-3.304,81.99,84,46,9.95
578,3386931,Tamandaré,BR,-8.7597,-35.1047,77.07,74,96,7.18
579,3868626,Valparaíso,CL,-33.0393,-71.6273,69.48,52,0,13.8
